feature,variance,variance_rank,logreg_importance,logreg_rank,rf_importance,rf_rank,avg_rank
LOC_Os01g27210,1.5475532361795905,301,0.02568013471580795,137,0.006828234265734265,40,159.33333333333334
LOC_Os10g38489,1.6362808449589403,257,0.028930370738950533,106,0.003041067041067041,115,159.33333333333334
LOC_Os12g33300,3.2166174297408037,41,0.030291638726174297,96,0.0,342,159.66666666666666
LOC_Os01g43890,2.8701833874328964,67,0.022529311261244647,181,0.0,234,160.66666666666666
LOC_Os09g37120,2.038261090105142,143,0.01980513657808428,242,0.003778881987577639,97,160.66666666666666
LOC_Os07g26290,1.3708569153849863,420,0.06253113997909303,13,0.005687224669603526,50,161.0
LOC_Os05g29810,1.6135308709137173,266,0.03202215278266791,85,0.002434259954921112,133,161.33333333333334
LOC_Os06g13880,5.109114022600006,9,0.02262579102614155,179,0.0,297,161.66666666666666
LOC_Os04g17660,1.491247145623516,328,0.0349176913572371,67,0.0039534240430622,92,162.33333333333334
LOC_Os01g50870,1.5621181316935908,296,0.04730120558498236,26,0.0011985472154963683,169,163.66666666666666
LOC_Os04g50940,2.166397913823011,119,0.06247069151934107,14,0.0,359,164.0
LOC_Os03g08460,1.6877432871301694,235,0.029008174465975714,105,0.0019413461538461533,156,165.33333333333334
LOC_Os10g38120,2.2833425078405787,111,0.017903934261467233,280,0.0035217391304347818,107,166.0
LOC_Os07g02880,2.0455568322623248,140,0.024918728677140855,148,0.00079295154185022,218,168.66666666666666
LOC_Os06g38710,1.3623731620062611,430,0.06980106128060083,7,0.004602272727272727,70,169.0
LOC_Os04g37710,1.4592610414042713,346,0.024848466587775925,150,0.012919421487603304,15,170.33333333333334
LOC_Os10g39660,3.8252991193832604,28,0.021266563721245524,212,0.0,276,172.0
LOC_Os06g04940,2.5417280112882668,88,0.0215527954367182,208,0.000743801652892562,222,172.66666666666666
LOC_Os04g03980,1.6306654987577005,260,0.020084254107532288,236,0.008256935320114669,30,175.33333333333334
LOC_Os05g25100,1.4816781977739306,334,0.02879159738083344,109,0.00400726392251816,90,177.66666666666666
LOC_Os04g32430,1.3343398580111594,465,0.11417071490188356,1,0.0047862762849980945,67,177.66666666666666
LOC_Os03g49270,1.3378095055284107,458,0.034949245154647555,66,0.01429139709901551,10,178.0
LOC_Os03g47350,1.3795376419136398,411,0.07030483262803319,6,0.0029601328903654488,117,178.0
LOC_Os07g36000,1.9171037174831547,176,0.018200994383986716,273,0.004153846153846154,87,178.66666666666666
LOC_Os09g31990,4.388193297730305,16,0.020983811159207916,219,0.0,303,179.33333333333334
LOC_Os12g07030,2.194895689130294,116,0.04188332562354111,44,0.0,381,180.33333333333334
LOC_Os05g12450,1.6554741395477082,248,0.017893488233695482,281,0.013407246062210589,13,180.66666666666666
LOC_Os07g02560,1.3704633807176472,421,0.032350400872587226,83,0.006869737830677371,38,180.66666666666666
LOC_Os02g38940,1.834347067713168,190,0.015514692628886328,325,0.007452346635604279,33,182.66666666666666
LOC_Os01g13950,1.6480324534328967,251,0.024116246148491033,160,0.002288135593220339,139,183.33333333333334
LOC_Os12g36850,2.9313978014178637,61,0.008537974393199836,434,0.005187016898215945,58,184.33333333333334
LOC_Os04g46970,1.7184793804966465,225,0.0185659603474929,262,0.004715093518921269,68,185.0
LOC_Os09g25070,2.4171987071405883,98,0.013528043503057932,359,0.0037422037422037424,101,186.0
LOC_Os12g11420,1.570161533895791,293,0.022316874932962315,188,0.004394560669456068,79,186.66666666666666
LOC_Os04g12830,1.4764669032489677,339,0.05711689141833471,17,0.0009762396694214877,207,187.66666666666666
LOC_Os06g04990,3.152690365035061,47,0.021847077859333767,205,0.0,314,188.66666666666666
LOC_Os01g24030,3.352068649510798,37,0.019620262698435257,247,0.0,285,189.66666666666666
LOC_Os07g37280,2.068719182173791,137,0.018808861086044563,259,0.0010853432282003715,174,190.0
LOC_Os05g33410,2.8722367012906553,66,0.02008198222505667,237,0.0,268,190.33333333333334
LOC_Os04g37480,3.0600737075053392,57,0.022178102344965922,196,0.0,325,192.66666666666666
LOC_Os07g06830,1.4779507806147036,337,0.02349109789099942,167,0.004413218126666053,77,193.66666666666666
LOC_Os09g29710,1.797483910851399,202,0.04485330223670158,33,0.0,347,194.0
LOC_Os06g30400,1.749976805373947,214,0.0744351907094035,4,0.0,365,194.33333333333334
LOC_Os02g26430,1.7699699357458347,209,0.04793930069657406,24,0.0,351,194.66666666666666
LOC_Os01g65830,2.4988760786611177,91,0.01805911247985317,277,0.0008367768595041323,216,194.66666666666666
LOC_Os01g56690,2.111330286229383,129,0.037385615905754746,57,0.0,404,196.66666666666666
LOC_Os02g41670,3.974782615887934,23,0.006868387349624773,459,0.0031949661908339594,110,197.33333333333334
LOC_Os08g38110,1.6533682724352627,250,0.023783742121598627,165,0.0010312500000000003,188,201.0
LOC_Os01g55549,2.3802089615248643,103,0.047158632410348574,27,0.0,475,201.66666666666666
LOC_Os06g04950,1.9894950622356793,150,0.03729020901309747,58,0.0,399,202.33333333333334
LOC_Os09g04430,2.147254961193282,123,0.017723775299442388,288,0.001004132231404959,197,202.66666666666666
LOC_Os02g09110,1.9561780632797965,164,0.037553082845460224,56,0.0,388,202.66666666666666
LOC_Os08g07620,2.3060761725653394,108,0.014656879908403565,337,0.0017307692307692308,163,202.66666666666666
LOC_Os04g35250,1.423173587124997,363,0.02957753612448762,101,0.002078789854213583,148,204.0
LOC_Os05g48930,2.3030046109798996,109,0.026127012178967585,132,0.0,372,204.33333333333334
LOC_Os01g64440,1.533039943816888,311,0.022703407460166043,177,0.0026776859504132238,126,204.66666666666666
LOC_Os02g10550,1.6812028587618468,237,0.06534061007783978,9,0.0,368,204.66666666666666
LOC_Os03g47810,1.9092333682052736,177,0.047979382624847466,23,0.0,415,205.0
LOC_Os10g36660,2.8192488145407375,69,0.016124512507889883,308,0.0,238,205.0
LOC_Os04g09920,2.975344467348487,59,0.009190852508723374,424,0.0025080469769464997,132,205.0
LOC_Os05g12090,1.8679841785276134,186,0.01781540834500517,285,0.002160973295772024,144,205.0
LOC_Os06g13940,1.9696402736296166,158,0.011552346540479345,396,0.005038961038961038,62,205.33333333333334
LOC_Os06g11290,1.8316150520995118,192,0.01842289366143751,264,0.001607235739467144,164,206.66666666666666
LOC_Os04g09900,3.5218173853024552,33,0.0054235615606455555,480,0.003468749999999999,108,207.0
LOC_Os06g37300,2.9188516446086408,62,0.015854796138622645,315,0.0,247,208.0
LOC_Os02g13870,1.4427896702759486,352,0.042887293585536536,39,0.0,236,209.0
LOC_Os03g16260,1.3579692595095365,434,0.0455158693195137,29,0.0014766949152542374,166,209.66666666666666
LOC_Os01g32380,1.9943682294748986,149,0.012780083403172013,372,0.003220439037080023,109,210.0
LOC_Os08g04340,3.5853408909139137,31,0.01558942536541891,322,0.0,277,210.0
LOC_Os04g22230,1.303277169442358,495,0.03860653705515273,54,0.004202479338842976,84,211.0
LOC_Os10g11190,1.376198252258271,415,0.032444393354187175,82,0.002289497578692494,138,211.66666666666666
LOC_Os03g42130,1.9638963731418668,161,0.019649594211008068,246,0.0005648535564853557,228,211.66666666666666
LOC_Os01g10210,1.697010229553756,230,0.044176785683229504,36,0.0,370,212.0
LOC_Os02g39660,2.1604596914874925,121,0.01408264335362597,347,0.0012521739130434784,168,212.0
LOC_Os09g23620,3.126976846939923,49,0.010674313846931918,408,0.0010424710424710426,182,213.0
LOC_Os12g32850,1.8779930827008724,184,0.04044755719987806,48,0.0,408,213.33333333333334
ChrSy.fgenesh.gene.86,1.421202246162969,364,0.05374050960579388,19,0.0,258,213.66666666666666
LOC_Os01g08090,1.5730678976769263,292,0.016657129297880543,302,0.00573738938292733,48,214.0
LOC_Os12g36860,3.222502914982591,40,0.018544946333445448,263,0.0,340,214.33333333333334
LOC_Os04g45130,1.4352123630314855,358,0.0499769101260315,20,0.0,266,214.66666666666666
LOC_Os06g05420,2.1470733702452653,124,0.026300934355879057,127,0.0,395,215.33333333333334
LOC_Os03g09880,1.4731955921295063,341,0.033002939332063656,78,0.0004236401673640167,231,216.66666666666666
LOC_Os02g36070,2.1652517113333967,120,0.007140953152137144,455,0.004442890852179294,75,216.66666666666666
LOC_Os01g62830,1.4207079688484898,365,0.04517001664639919,31,0.0,256,217.33333333333334
LOC_Os03g52020,1.6544168839569624,249,0.01918786991090961,254,0.0020285499624342605,149,217.33333333333334
LOC_Os06g11720,1.405761919105334,387,0.02636111912822296,126,0.0022845336481700116,140,217.66666666666666
LOC_Os08g32060,1.3926727460285748,399,0.0631500501932138,12,0.0,243,218.0
LOC_Os05g39310,1.989336060685765,151,0.01806389977573753,276,0.0005578512396694215,230,219.0
LOC_Os06g44010,2.5944187763191846,82,0.008567077426479245,431,0.0021231979030144166,146,219.66666666666666
LOC_Os12g24650,2.7631692361150977,74,0.02534436254057835,141,0.0,446,220.33333333333334
LOC_Os09g31000,1.626835220953706,263,0.021042970390428687,215,0.0010413223140495866,183,220.33333333333334
LOC_Os07g07450,2.5880991269309797,83,0.024944610716809725,147,0.0,433,221.0
LOC_Os10g22070,3.2031551772533993,42,0.01701344593337746,297,0.0,326,221.66666666666666
LOC_Os08g23840,1.5902875638243352,278,0.02316940288027308,173,0.0007826086956521737,219,223.33333333333334
LOC_Os06g45960,1.6729048654826082,241,0.04174108590713443,46,0.0,385,224.0
LOC_Os06g05000,3.4305100621665554,36,0.013629600369135476,355,0.0,283,224.66666666666666
LOC_Os11g31060,2.047287474788404,139,0.031146951490058545,90,0.0,445,224.66666666666666
LOC_Os04g37490,2.9486850496095673,60,0.01381268900523081,351,0.0,264,225.0
LOC_Os09g10900,1.5935718508655141,275,0.015719110750333696,320,0.004167814065541339,85,226.66666666666666
LOC_Os02g13260,1.3770092867361412,413,0.04030901958772724,49,0.0007627118644067796,220,227.33333333333334
LOC_Os01g70540,1.8993800926108655,181,0.03073616153367983,92,0.0,411,228.0
LOC_Os03g32230,2.3854547749220534,102,0.011748811063801172,392,0.001016949152542373,191,228.33333333333334
LOC_Os09g31040,1.9200481960222668,174,0.014574957832512869,339,0.0011293436293436298,173,228.66666666666666
LOC_Os06g05020,1.9815422764836557,154,0.014414745416893459,343,0.001022727272727273,189,228.66666666666666
